ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10
396,cabeza,uña,nouns,0,0,1,0,0,0,0,0,4,0
397,libro,artículo,nouns,0,0,4,0,0,0,1,1,4,0
398,libro,texto,nouns,2,1,5,3,2,0,5,3,4,0
399,Biblia,himno,nouns,0,1,0,0,0,0,0,0,4,0
400,esposa,cañita,nouns,0,0,0,0,0,0,0,0,3,0
401,raqueta,ruido,nouns,0,0,1,0,0,0,0,0,2,0
402,semestre,término,nouns,2,0,1,2,0,0,3,0,4,0
403,tarea,cañita,nouns,0,0,1,0,0,0,0,0,0,0
404,hierba,espada,nouns,0,0,0,0,0,0,0,0,1,0
405,cama,mueble,nouns,2,1,4,2,0,0,0,2,4,0
406,guitarra,tambor,nouns,0,0,2,0,0,0,0,2,4,0
407,aeropuerto,pieza,nouns,0,0,0,0,0,0,0,0,0,0
408,flor,bulbo,nouns,1,0,2,2,1,0,1,2,4,2
409,gráfico,grafico,nouns,1,6,6,6,6,6,6,6,6,6
410,circuncisión,prepucio,nouns,0,1,5,1,1,0,3,2,5,2
411,petróleo,visón,nouns,0,0,0,0,0,0,0,0,1,0
412,adulto,bebé,nouns,0,0,2,0,0,0,0,0,4,0
413,juez,Corte,nouns,1,1,0,0,0,0,1,2,4,0
414,crimen,violación,nouns,3,2,5,3,2,4,2,4,5,2
415,whisky,champán,nouns,0,0,4,0,0,0,1,2,4,0
416,manual,guía,nouns,3,3,6,4,4,5,4,5,6,6
417,accidente,libro,nouns,0,0,0,0,0,0,0,0,2,0
418,estaño,metal,nouns,1,1,5,0,1,0,4,2,4,0
419,modo,Moda,nouns,0,0,2,0,0,0,0,0,1,0
420,apocalipsis,fuego,nouns,0,0,4,0,0,0,1,0,4,0
421,teclado,ligero,nouns,0,0,4,0,0,0,0,0,1,0
422,hermano,hijo,nouns,0,0,3,0,0,0,0,1,5,0
423,obrero,empleador,nouns,0,0,0,0,0,4,0,1,5,0
424,precalentamiento,recalentamiento,nouns,0,0,4,5,0,4,2,0,1,0
425,capítulo,cola,nouns,0,0,0,0,0,0,0,0,1,0
426,muerte,catástrofe,nouns,0,0,5,0,0,0,2,2,4,0
427,pared,decoración,nouns,0,0,4,0,0,0,0,0,4,0
428,atmósfera,ozono,nouns,1,1,5,5,0,0,1,2,5,0
429,espíritu,banda,nouns,0,0,3,0,0,0,0,0,2,0
430,será,intención,nouns,0,0,5,4,3,0,0,0,3,0
431,realidad,espejismo,nouns,0,0,0,0,0,0,0,0,2,0
432,motor,bote,nouns,0,0,0,0,0,0,0,0,4,0
433,descomposición,factorización,nouns,0,0,0,0,4,0,0,4,5,0
434,campana,puerta,nouns,0,0,0,0,0,0,0,0,3,0
435,máscara,partido,nouns,0,0,1,0,0,0,0,0,2,0
436,playa,isla,nouns,1,0,5,0,0,4,3,2,4,0
437,palacio,escultor,nouns,0,0,4,0,0,0,0,0,3,0
438,aplicación,galaxia,nouns,0,0,2,0,0,0,0,0,0,0
439,muerte,tragedia,nouns,0,1,6,3,1,0,3,2,5,3
440,electricidad,caso,nouns,0,0,0,0,0,0,0,0,0,0
441,libro,Biblia,nouns,1,2,4,0,0,3,2,3,5,0
442,lápiz,historia,nouns,0,0,3,0,0,0,1,0,4,0
443,nube,ventana,nouns,0,0,4,0,0,0,0,0,3,0
444,sequía,agua,nouns,0,0,5,0,0,0,0,1,4,0
445,moneda,pago,nouns,0,0,6,3,2,0,3,1,4,2
446,director,cinematografía,nouns,0,0,6,0,2,5,2,2,4,0
447,flor,Violeta,nouns,2,1,1,5,1,0,2,2,5,2
448,prima,tío,nouns,0,0,0,0,0,0,0,1,5,0
449,renacimiento,tumba,nouns,0,0,0,0,0,0,0,0,3,0
450,canción,bailarín,nouns,0,0,0,0,0,0,0,1,4,0
451,policía,político,nouns,0,0,0,0,0,0,0,1,3,0
452,nivel,Puntuación,nouns,2,1,6,5,3,3,1,2,6,3
453,valor,creencia,nouns,3,0,6,0,4,0,1,0,6,0
454,regla,convención,nouns,2,3,4,0,4,0,0,4,6,0
455,sacarosa,carbohidrato,nouns,2,1,5,0,0,0,1,4,5,0
456,puesta de sol,noche,nouns,0,0,5,0,1,0,0,2,5,2
457,juicio,veredicto,nouns,3,3,6,4,1,4,4,2,6,0
458,honor,estima,nouns,4,0,5,0,2,0,0,0,6,2
459,avión,aeropuerto,nouns,0,0,6,0,0,0,2,1,4,1
460,tormenta de nieve,lluvia,nouns,0,0,1,0,0,0,0,1,4,0
461,bancarrota,fracaso,nouns,1,1,5,3,1,0,4,0,5,2
462,caja,cabina,nouns,0,0,5,3,1,0,0,0,3,0
463,tarea,mujer,nouns,0,0,0,0,0,0,0,0,2,0
464,prueba,hecho,nouns,2,0,6,3,2,0,3,1,5,3
465,entrenador,jugador,nouns,0,0,0,0,0,0,0,1,4,0
466,hígado,pulmón,nouns,0,0,0,0,0,0,0,1,4,0
467,garganta,nariz,nouns,0,0,0,0,0,0,0,1,4,0
468,motel,Posada,nouns,2,2,6,2,3,3,2,3,6,4
469,maceta,aparato,nouns,0,0,1,0,0,0,0,0,2,0
470,guitarra,violín,nouns,0,0,0,0,0,0,0,1,4,0
471,fuerza,podría,nouns,0,0,1,0,2,0,0,0,1,0
472,discusión,acuerdo,nouns,0,0,5,0,1,0,0,1,5,0
473,Dios,presa,nouns,0,0,0,0,0,0,0,0,0,0
474,trono,espada,nouns,0,0,0,0,0,0,0,0,4,0
475,obra de arte,artista,nouns,0,0,5,0,0,3,1,1,4,2
476,centavo,tamaño,nouns,0,0,2,0,0,0,0,0,0,0
477,menta,museo,nouns,0,0,0,0,0,0,0,0,0,0
478,golpear,marco,nouns,0,0,0,0,0,0,0,0,3,0
479,pájaro,gallina,nouns,1,1,3,1,1,0,2,2,5,2
480,pistola,cañón,nouns,2,0,1,0,0,0,2,1,5,2
481,delta,mar,nouns,1,0,5,0,1,0,0,1,4,1
482,supremacía,omnipotencia,nouns,3,1,6,3,1,0,4,5,6,0
483,fin de semana,raza,nouns,0,0,0,0,0,0,0,0,0,0
484,Grillo,seguidor,nouns,0,0,0,0,0,0,0,0,0,0
485,sultán,ministerio,nouns,0,0,0,0,0,0,0,0,4,0
486,silaba,examen,nouns,0,0,0,0,0,0,0,0,3,0
487,delito,fraude,nouns,2,1,6,3,2,3,1,2,5,5
488,empleador,empleado,nouns,0,0,3,0,0,0,0,1,5,0
489,vaso,cristal,nouns,0,1,6,1,0,0,1,1,5,0
490,coche,manguera,nouns,0,0,0,0,0,0,0,0,3,0
491,suelo,techo,nouns,0,0,0,0,0,0,0,1,4,2
492,hueso,mandíbula,nouns,1,1,3,1,0,0,0,0,5,0
493,citoplasma,dígito,nouns,0,0,0,0,0,0,0,0,0,0
494,brecha,apertura,nouns,4,5,6,2,3,0,2,2,5,0
495,teatro,batería,nouns,0,0,0,0,0,0,0,0,2,0
496,alcohol,vino,nouns,0,1,6,1,0,0,1,2,4,2
497,muerte,entierro,nouns,0,0,6,1,0,0,0,1,5,2
498,carboncillo,carbón,nouns,0,0,6,2,1,0,1,5,6,2
499,cuerpo,pecho,nouns,0,1,6,0,0,0,0,0,4,0
500,competencia,capacidad,nouns,3,0,6,3,3,0,3,5,6,0
501,protestante,cristiano,nouns,0,0,6,0,0,0,0,1,5,0
502,casa,alfombra,nouns,0,0,0,0,0,0,0,0,3,0
503,culpa,sistema,nouns,0,0,1,0,0,0,0,0,1,0
504,motor,maquinaria,nouns,1,0,5,2,4,0,0,4,2,2
505,fiscal,abogado,nouns,1,2,5,3,4,0,2,4,4,0
506,peligro,amenaza,nouns,2,4,6,3,4,4,2,5,6,6
507,palabra,diccionario,nouns,0,1,3,0,0,0,2,2,4,0
508,becerro,toro,nouns,0,1,5,1,2,3,1,4,6,0
509,bañera,esposa,nouns,0,0,0,0,0,0,0,0,2,0
510,tejer,uniforme,nouns,0,0,0,0,0,0,0,0,3,0
511,creencia,flor,nouns,0,0,0,0,0,0,0,0,1,0
512,gallina,pavo,nouns,0,1,1,0,0,0,1,1,4,0
513,raíz,hierba,nouns,0,2,1,1,0,0,0,1,4,3
514,inteligencia,visión,nouns,0,0,3,0,2,0,2,0,5,0
515,naturaleza,flora,nouns,1,2,6,2,4,0,3,2,4,0
516,bombardeo aéreo,ataque,nouns,0,3,6,2,3,0,3,4,5,2
517,alcohol,brandy,nouns,0,1,6,1,1,0,1,2,4,2
518,mariposa,Rosa,nouns,0,0,0,0,0,0,0,0,3,0
519,frijol,café,nouns,0,0,0,0,0,0,0,0,2,0
520,fertilizante,crecimiento,nouns,0,0,2,0,0,0,1,1,4,0
521,pelota,esfera,nouns,3,1,5,3,3,0,2,3,4,4
522,historiador,historiógrafo,nouns,2,6,4,3,1,0,0,1,6,4
523,himno,conquista,nouns,0,0,0,0,0,0,0,0,3,0
524,alcohol,whisky,nouns,1,1,6,1,1,0,2,2,4,0
525,matriz,molécula,nouns,0,0,0,0,0,0,0,0,2,2
526,nube,neblina,nouns,2,1,5,3,3,3,3,2,5,2
527,murciélago,vampiro,nouns,0,1,5,0,0,3,3,1,5,1
528,decisión,elección,nouns,5,4,6,4,4,4,1,3,6,5
529,carne de vaca,carne,nouns,0,4,6,5,3,6,3,2,5,5
530,amante,compañero,nouns,1,1,0,3,0,0,0,0,5,6
531,médico,doctor,nouns,4,3,6,6,5,6,5,6,6,6
532,ruta,viaje,nouns,3,1,5,4,4,4,2,2,6,5
533,emoción,pasión,nouns,3,3,3,4,4,0,0,3,6,5
534,médico,templar,nouns,0,0,3,0,0,0,0,0,0,0
535,topología,estructura,nouns,2,1,3,0,2,0,0,2,5,0
536,paciente,sesión,nouns,0,0,4,0,0,0,0,0,3,0
537,bandera,polo,nouns,0,0,0,0,0,0,0,0,3,0
538,ritmo,cadencia,nouns,0,3,6,0,6,0,0,0,6,3
539,sufragio,salida,nouns,0,0,1,0,0,0,0,0,0,0
540,libro,manuscrito,nouns,4,4,5,2,2,0,1,2,4,5
541,ignorancia,inteligencia,nouns,0,0,0,0,0,0,0,5,2,0
542,tocino,frijol,nouns,0,0,0,0,0,0,0,0,3,0
543,Universidad,clase,nouns,1,1,3,0,2,0,2,2,4,0
544,poliéster,algodón,nouns,1,0,0,0,0,0,2,1,5,5
545,gripe,fiebre,nouns,3,1,5,2,0,0,0,2,4,5
546,brazo,hombro,nouns,0,0,1,0,0,0,0,2,4,3
547,dólar,gente,nouns,0,0,0,0,0,0,0,0,1,0
548,riqueza,prestigio,nouns,0,0,3,0,2,0,0,0,5,0
549,vaca,ganado,nouns,2,1,3,2,2,3,3,2,5,3
550,caballo,yegua,nouns,2,1,6,2,2,4,0,2,5,3
551,salida,puerta,nouns,0,0,3,1,0,4,2,1,5,0
552,mutante,sociobiología,nouns,0,0,0,0,0,0,0,0,4,0
553,martillo,dientes,nouns,0,0,0,0,0,0,0,0,1,0
554,criminal,delincuente,nouns,4,4,6,5,3,4,5,5,6,3
555,tradición,artesanía,nouns,0,0,0,3,1,0,1,2,5,3
556,padre,adulto,nouns,1,1,6,0,0,0,0,0,3,0
557,inteligencia,destreza,nouns,3,2,4,4,0,0,0,2,5,3
558,palabra,pista,nouns,0,0,0,0,0,0,0,0,2,0
559,ganador,Gol,nouns,0,0,1,0,0,0,0,1,5,0
560,religión,materialista,nouns,0,0,0,0,0,0,0,0,2,0
561,basílica,mosaico,nouns,0,0,0,0,0,0,0,0,4,0
562,truco,tamaño,nouns,0,0,0,0,0,0,0,0,0,0
563,diplomacia,negociación,nouns,3,2,6,0,2,0,2,2,5,3
564,chubasco,viento,nouns,4,1,4,0,0,0,0,1,4,0
565,clase,pasillo,nouns,0,0,0,0,0,0,0,0,3,0
566,área,zona,nouns,4,5,6,5,5,6,4,6,6,6
567,callejón,cuenco,nouns,0,0,0,0,0,0,0,0,0,0
568,estaño,aluminio,nouns,0,1,4,0,1,0,0,1,4,0
569,extraterrestre,forastero,nouns,1,1,4,0,2,0,0,0,4,2
570,beca,matrícula,nouns,0,0,1,0,3,0,0,1,4,3
571,agricultura,monocultivo,nouns,0,1,4,0,0,0,2,1,4,0
572,flor,resistencia,nouns,0,0,0,0,0,0,0,0,1,0
573,dedo,palma,nouns,0,1,1,0,0,0,0,1,4,0
574,sabiduría,inteligencia,nouns,3,3,6,5,2,0,5,3,6,5
575,tabaco,cigarrillo,nouns,1,1,5,5,4,6,2,3,5,4
576,cabaña,cabina,nouns,1,0,5,5,0,0,0,0,4,0
577,águila,halcón,nouns,1,1,5,3,0,5,1,1,5,2
578,compositor,escritor,nouns,2,2,3,1,2,3,3,2,4,2
579,dolencia,infección,nouns,2,3,5,3,1,0,0,2,4,0
580,velocidad,enviar,nouns,0,0,1,0,0,0,0,0,3,0
581,copiloto,cabina,nouns,0,0,3,0,0,0,0,0,4,0
582,tío,tía,nouns,2,2,6,5,5,0,1,1,5,5
583,pie,base,nouns,0,1,1,3,5,0,0,6,6,0
584,Universidad,profesión,nouns,0,1,5,0,0,0,0,0,4,0
585,hueso,codo,nouns,0,0,5,0,0,0,0,0,4,0
586,palanca de mando,Radar,nouns,0,0,0,0,0,0,0,1,3,0
587,brazo,vena,nouns,0,1,0,0,0,0,0,0,4,0
588,fondo,parte superior,nouns,0,0,0,0,0,0,0,0,2,0
589,centavo,ganga,nouns,0,0,0,0,0,0,0,0,3,0
590,Armada,isla,nouns,0,0,0,0,0,0,0,0,4,0
591,herramienta,trabajo,nouns,0,1,2,0,0,0,0,1,4,0
592,cita,compromiso,nouns,4,3,4,3,3,4,3,5,5,6
593,norte,Oeste,nouns,0,0,0,0,0,0,0,1,4,0
594,estudiante,profesor,nouns,0,1,0,0,0,0,0,1,4,0
595,pecador,Smo,nouns,0,0,0,0,0,0,0,0,0,0
596,pelota,cesta,nouns,0,0,0,0,0,0,0,0,3,0
597,estado animico,emoción,nouns,4,5,3,3,4,0,2,3,6,3
598,estómago,habitación,nouns,0,0,0,0,0,0,0,0,2,0
599,desayuno,tocino,nouns,0,0,0,0,0,0,0,0,3,0
600,civilización,estilo de vida,nouns,1,0,2,0,0,0,0,1,5,2
601,perro,gato,nouns,0,0,1,0,0,0,0,1,5,0
602,creencia,concepto,nouns,2,1,4,3,3,0,3,0,5,0
603,pacto,acuerdo,nouns,5,5,6,4,5,6,4,6,6,6
604,lluvia,niebla,nouns,0,1,1,0,0,0,0,1,5,0
605,novela,escritor,nouns,0,1,6,0,0,0,1,1,4,0
606,Teléfono móvil,teléfono,nouns,3,3,6,6,5,6,5,5,6,6
607,Ejército,equipo,nouns,0,0,5,0,0,0,0,1,4,0
608,diputado,oficial,nouns,4,1,6,0,0,0,0,0,4,0
609,árbol,hoja,nouns,0,1,3,0,0,0,1,1,4,3
610,voleibol,pelota,nouns,0,1,6,0,0,0,0,1,4,0
611,coche,bicicleta,nouns,1,0,0,0,0,0,0,1,4,0
612,continuación,cámara,nouns,0,0,0,0,0,0,0,0,2,0
613,resistencia,banda,nouns,0,0,0,0,0,0,0,0,1,0
614,enfermera,científico,nouns,0,0,0,0,0,0,0,0,4,0
615,zona,esquina,nouns,1,0,2,2,0,0,0,0,1,0
616,pago,Nota,nouns,0,0,0,2,2,0,0,0,3,0
617,jugo,batido,nouns,1,3,5,3,2,5,2,1,6,6
618,pared,ladrillo,nouns,0,1,6,0,0,0,1,1,4,0
619,nube,niebla,nouns,2,2,5,0,0,5,3,1,5,0
620,río,corriente,nouns,2,1,5,3,2,0,1,4,4,0
621,carril,cerca,nouns,0,0,5,0,0,0,0,0,3,0
622,reflexión,imagen,nouns,3,1,5,0,4,0,0,0,2,0
623,whisky,Ginebra,nouns,0,0,3,0,0,0,0,1,4,0
624,cuerno,tambor,nouns,0,0,3,0,0,0,0,0,4,0
625,teléfono,cabina,nouns,0,1,4,0,0,0,0,3,4,0
626,perejil,mollete,nouns,0,0,0,0,0,0,0,0,4,1
627,dinero,diamante,nouns,0,1,1,0,0,0,0,0,5,0
628,azúcar,miel,nouns,1,1,5,0,0,0,1,1,5,0
629,ropa,paño,nouns,3,1,6,0,1,0,0,0,4,2
630,estómago,cintura,nouns,0,0,6,0,0,0,0,0,4,3
631,coche,calibre,nouns,0,0,1,0,0,0,0,0,3,0
632,libertad,atrevimiento,nouns,0,1,0,0,1,0,3,0,5,0
633,atención,interés,nouns,4,3,6,5,3,0,1,4,6,6
634,policía,sheriff,nouns,1,1,6,5,3,6,1,4,5,5
635,vendaval,manta,nouns,0,0,0,0,0,0,0,0,1,0
636,felicidad,suerte,nouns,0,0,3,0,0,0,0,0,4,0
637,fuente,caja,nouns,0,0,0,0,0,0,0,0,2,0
638,década,siglo,nouns,0,1,1,0,0,0,0,1,4,0
639,gato,león,nouns,1,0,2,0,0,0,2,1,4,2
640,Ejército,legión,nouns,4,1,6,4,3,0,1,3,5,5
641,helicóptero,avión,nouns,0,1,1,0,0,0,0,2,5,0
642,caballo,potro,nouns,2,1,6,4,3,3,2,3,5,0
643,pantalones,mujer,nouns,0,0,0,0,0,0,0,0,3,0
644,adversario,oponente,nouns,4,5,6,5,5,0,5,6,6,6
645,techo,catedral,nouns,0,0,0,0,0,0,0,0,4,0
646,abeja,reina,nouns,0,0,3,0,0,0,0,1,4,0
647,ojo,lágrima,nouns,0,1,4,0,0,0,0,1,4,0
648,brazo,muñeca,nouns,0,0,5,0,0,0,0,1,4,0
649,cerca,saltando,nouns,0,0,0,0,0,0,0,0,4,0
650,libro,información,nouns,0,1,6,0,0,0,0,1,4,0
651,escudo,rodela,nouns,0,4,6,0,0,0,0,0,5,0
652,Dios,espíritu,nouns,0,2,6,0,2,0,1,0,4,0
653,comunicación,conversacion,nouns,4,1,6,1,2,5,0,3,5,5
654,zona,región,nouns,3,0,6,2,5,3,3,5,6,6
655,boquilla,fluido,nouns,0,0,1,0,0,0,0,0,3,0
656,comunicación,idioma,nouns,0,1,6,0,2,0,0,2,5,3
657,corredor,atleta,nouns,3,4,6,3,2,0,2,3,6,4
658,camafeo,actuación,nouns,0,0,0,0,0,0,0,0,0,0
659,dolor,vergüenza,nouns,1,0,4,0,0,0,0,0,3,0
660,maíz,maizal,nouns,1,1,6,4,2,6,2,2,5,5
661,tren,tranvía,nouns,3,1,6,3,2,0,1,4,5,4
662,invierno,verano,nouns,0,0,1,0,0,0,0,1,4,0
663,vagón,envase,nouns,0,0,0,0,0,0,0,0,0,0
664,soneto,belleza,nouns,0,0,2,0,0,0,0,0,3,0
665,amigo,chico,nouns,1,0,6,1,3,0,0,1,3,3
666,pistola,amanecer,nouns,0,0,0,0,0,0,0,0,0,0
667,casa,estado,nouns,0,1,0,0,0,0,0,0,1,0
668,habitación,edificio,nouns,0,3,1,0,0,0,0,1,3,0
669,poder,botella,nouns,0,0,0,0,0,0,0,0,0,0
670,fiebre,enfermedad,nouns,3,2,4,1,1,0,1,4,3,2
671,Dios,diablo,nouns,0,1,0,0,0,0,0,1,4,0
672,mujer,piel,nouns,0,0,0,0,0,0,0,0,3,0
673,avión,hoja,nouns,0,0,0,0,0,0,0,0,0,0
674,cerveza,bebida,nouns,0,2,6,2,1,0,2,2,4,0
675,leyenda,moral,nouns,0,0,2,0,0,0,0,0,4,0
676,bote,cubierta,nouns,0,1,5,0,0,0,0,0,4,0
677,bote,ancla,nouns,0,1,5,0,0,0,0,0,4,0
678,camión,paquete,nouns,0,0,3,0,0,0,0,0,3,0
679,puerta,piso,nouns,0,0,5,0,0,0,0,0,4,0
680,behaviorismo,terapia,nouns,0,0,3,0,1,0,0,0,5,0
681,ratón,administración,nouns,0,0,0,0,0,0,0,0,0,0
682,ordenador portátil,cuaderno,nouns,0,0,1,0,0,0,0,0,3,0
683,monedero,bolso,nouns,2,3,6,0,1,0,0,1,5,0
684,marijuana,hierba,nouns,4,4,6,4,5,6,3,4,5,6
685,alumno,presidente,nouns,0,0,0,0,0,0,0,0,2,0
686,altar,corredor,nouns,0,0,0,0,0,0,0,0,2,0
687,manzana,limón,nouns,0,0,0,0,0,0,0,1,4,0
688,techo,piso,nouns,0,0,0,0,0,0,0,0,4,6
689,pollo,arroz,nouns,0,0,0,0,0,0,0,1,4,0
690,músculo,lengua,nouns,1,1,3,2,1,6,0,2,4,0
691,pago,recompensa,nouns,3,4,5,5,3,0,3,2,5,6
692,casa,llave,nouns,0,0,3,0,0,0,0,0,3,0
693,baño,cocina,nouns,0,0,1,0,0,0,0,1,4,0
694,batalla,conquista,nouns,1,0,4,4,0,0,0,1,5,5
695,novia,princesa,nouns,0,0,4,0,0,0,0,0,3,4
696,músculo,hueso,nouns,0,0,0,0,0,0,0,1,4,0
697,vientre,abdomen,nouns,3,3,5,3,4,5,2,6,6,6
698,noche,amanecer,nouns,0,0,0,0,0,0,0,1,3,0
699,lluvia,granizo,nouns,1,0,3,0,0,0,1,3,5,0
700,profeta,sacerdote,nouns,0,1,1,0,0,0,0,0,4,6
701,puesta de sol,cuerda,nouns,0,0,0,0,0,0,0,0,0,0
702,pasillo,sala,nouns,0,0,3,0,0,0,0,0,4,0
703,cama,hospital,nouns,0,0,2,0,0,0,0,1,4,0
704,coche,puente,nouns,0,0,0,0,0,0,0,0,2,0
705,agricultura,planta,nouns,0,1,2,0,0,0,0,1,4,0
706,ecosistema,economía,nouns,0,0,1,0,0,0,0,0,3,0
707,pistola,cuaderno,nouns,0,0,0,0,0,0,0,0,1,0
708,libro,ensayo,nouns,0,0,2,0,1,0,0,3,4,5
709,carne,tocino,nouns,1,2,5,0,1,0,0,1,5,0
710,silla,taburete,nouns,0,1,5,3,4,3,4,3,5,4
711,noche,oscuridad,nouns,0,1,5,3,5,4,2,2,4,0
712,isla,tarea,nouns,0,0,0,0,0,0,0,0,1,0
713,nieve,clima,nouns,0,1,1,0,0,3,0,0,4,0
714,pared,castillo,nouns,0,1,0,0,0,0,0,0,4,0
715,coronación,agua,nouns,0,0,0,0,0,0,0,0,0,0
716,metal,aluminio,nouns,1,1,5,1,1,0,1,2,5,0
717,visón,piel,nouns,1,0,5,0,0,0,0,4,5,4
718,corona,llave,nouns,0,0,0,0,0,0,0,0,2,0
719,puerta,bodega,nouns,0,0,0,0,0,0,0,0,3,0
720,segadora,Caña de azúcar,nouns,0,0,0,0,0,0,0,0,4,0
721,alboroto,dibujo,nouns,0,0,0,0,0,0,0,0,1,0
722,canción,historia,nouns,0,0,0,0,0,0,0,0,4,0
723,televisión,actor,nouns,0,1,0,0,0,0,0,1,4,0
724,político,presidente,nouns,2,1,3,1,2,3,2,2,5,2
725,aritmética,ritmo,nouns,0,0,1,0,1,0,0,1,5,1
726,creencia,opinión,nouns,3,2,5,2,3,0,2,2,6,4
727,lente,cámara,nouns,0,1,5,2,1,3,2,1,5,4
728,pierna,brazo,nouns,0,1,0,0,0,0,0,1,4,0
729,agua,hielo,nouns,1,1,0,0,0,0,0,1,5,0
730,manguera,jardín,nouns,0,0,0,0,0,0,0,1,4,0
731,ajedrez,comprobar,nouns,0,0,0,0,0,0,0,0,2,0
732,cereal,trigo,nouns,2,1,6,2,1,0,0,2,5,0
733,campamento,cabina,nouns,0,0,3,3,0,0,0,0,4,0
734,ventana,techo,nouns,0,0,0,0,0,0,0,0,4,0
735,juicio,prueba,nouns,1,0,4,0,2,0,0,0,4,6
736,lazo,cinturón,nouns,0,1,3,0,0,0,0,1,4,3
737,espíritu,siglo,nouns,0,0,0,0,0,0,0,0,1,0
738,comodidad,seguridad,nouns,2,1,5,4,0,0,0,2,5,0
739,argumento,crítica,nouns,1,4,6,4,1,3,0,0,5,4
740,álgebra,operación,nouns,0,1,5,0,2,0,0,2,5,0
741,mujer,esposa,nouns,1,1,6,0,2,0,3,5,6,5
742,padre,hija,nouns,0,0,0,0,0,0,0,0,5,0
743,acorazado,buque,nouns,4,2,6,1,4,0,0,5,6,4
744,hombre,niño,nouns,1,0,0,0,2,0,0,0,5,0
745,mujer,secretario,nouns,0,1,0,0,0,0,0,0,3,0
746,cena,comida,nouns,5,3,4,4,4,4,3,5,5,0
747,sur,norte,nouns,0,0,0,0,0,0,0,1,4,0
748,libro,historia,nouns,1,0,3,0,0,0,0,1,5,0
749,nihilismo,película,nouns,0,0,0,0,0,0,0,0,2,0
750,bañera,globo,nouns,0,0,0,0,0,0,0,0,1,0
751,opinión,elección,nouns,0,1,5,0,0,0,0,0,5,0
752,brazo,cuello,nouns,0,0,0,0,0,0,0,1,4,0
753,bar,jaula,nouns,0,0,0,0,0,0,0,0,3,0
754,pistola,piel,nouns,0,0,0,0,0,0,0,0,1,0
755,multitud,manojo,nouns,2,1,1,0,3,0,0,0,1,0
756,nube,clima,nouns,0,0,3,0,0,0,0,0,4,0
757,coro,cantante,nouns,0,1,4,0,1,4,1,1,5,0
758,enfado,furia,nouns,4,4,6,5,3,4,3,3,6,4
759,víctima,teléfono,nouns,0,0,0,0,0,0,0,0,0,0
760,acantilado,cola,nouns,0,0,0,0,0,0,0,0,0,0
761,lino,tela,nouns,2,1,6,3,1,3,5,2,5,0
762,moneda,intercambio,nouns,0,0,6,0,3,0,1,2,4,0
763,cuerpo,espina,nouns,0,0,3,0,0,0,1,0,2,0
764,llovizna,lluvia,nouns,3,3,5,3,4,6,6,4,5,5
765,nieve,tormenta,nouns,0,0,3,0,0,0,2,1,5,0
766,manzana,jugo,nouns,0,0,3,0,0,0,0,0,4,3
767,célula,cárcel,nouns,0,0,0,0,0,0,0,0,0,5
768,asteroide,estrella,nouns,0,1,5,3,3,0,5,3,5,2
769,trucha,guitarra,nouns,0,0,0,0,0,0,0,0,0,0
770,vocalista,personal,nouns,0,0,0,0,0,0,3,0,2,0
771,banda,orquesta,nouns,3,2,3,3,4,6,5,6,5,6
772,mente,cerebro,nouns,4,2,6,4,2,6,5,2,6,0
773,episodio,capítulo,nouns,6,1,6,5,6,6,5,6,6,6
774,tronco,madera,nouns,1,1,6,4,4,6,5,3,5,4
775,espada,ambiente,nouns,0,0,0,0,0,0,0,0,1,0
776,idea,imagen,nouns,0,0,5,0,4,0,1,0,6,0
777,germen,patógeno,nouns,3,2,6,3,3,0,4,0,6,3
778,aire,helio,nouns,0,1,3,0,0,0,5,0,5,0
779,batería,energía,nouns,1,0,6,4,4,0,6,2,5,4
780,península,isla,nouns,0,0,0,0,1,0,6,1,4,0
781,corrupción,fraude,nouns,4,1,6,4,2,5,5,3,6,3
782,puerta,pasillo,nouns,0,0,2,0,0,0,0,0,4,0
783,recaudación de fondos,evento,nouns,0,2,5,2,0,6,5,2,4,0
784,padre,hermano,nouns,0,0,0,0,0,0,0,0,4,0
785,abogado,galería,nouns,0,0,0,0,0,0,0,0,2,0
786,tía,sobrino,nouns,0,0,0,0,0,0,0,1,5,0
787,abeja,hormiga,nouns,0,0,0,0,0,0,0,1,4,3
788,pacto,condición,nouns,3,2,6,3,2,0,5,2,4,0
789,molécula,aire,nouns,0,0,3,0,0,0,2,0,4,0
790,hombre,guerrero,nouns,0,0,2,0,0,0,4,0,3,0
