ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10
1168,grosero,crítico,adjectives,0,0,3,0,0,0,0,2,2,2
1169,tonto,inteligente,adjectives,0,0,0,0,0,0,0,5,1,0
1170,flexible,móvil,adjectives,4,2,4,0,0,0,2,2,5,4
1171,pobre,orgulloso,adjectives,0,0,0,0,0,0,0,0,2,0
1172,tímido,costoso,adjectives,0,0,0,0,0,0,0,0,0,4
1173,enfermos,loco,adjectives,0,0,4,0,0,0,1,2,4,3
1174,moderno,antiguo,adjectives,0,0,0,0,0,0,0,1,1,0
1175,bizarro,extraño,adjectives,6,0,6,5,0,6,4,0,6,6
1176,honesto,culpable,adjectives,0,0,0,0,0,0,0,1,0,0
1177,tonto,denso,adjectives,0,0,0,0,0,0,0,0,0,4
1178,quinto,parte superior,adjectives,0,0,0,0,0,0,0,0,1,0
1179,malo,culpable,adjectives,0,1,2,0,0,0,0,3,5,3
1180,precioso,sagrado,adjectives,3,2,2,0,2,0,0,3,5,3
1181,Delgado,esbelto,adjectives,4,3,5,2,0,0,2,5,5,5
1182,limpiar,inmaculado,adjectives,0,0,0,0,3,0,0,3,5,3
1183,privado,público,adjectives,0,0,0,0,0,0,0,1,1,0
1184,agudo,aburrido,adjectives,0,0,0,0,0,0,0,0,0,0
1185,grave,gracioso,adjectives,0,0,0,0,0,0,0,0,0,0
1186,potente,poderoso,adjectives,5,5,3,3,2,0,4,3,6,6
1187,nuevo,antiguo,adjectives,0,0,0,0,0,0,0,1,1,0
1188,precioso,perezoso,adjectives,0,0,0,0,0,0,0,0,0,0
1189,informe,amorfo,adjectives,0,6,0,0,5,0,0,5,6,0
1190,malo,inmoral,adjectives,2,0,3,3,2,0,0,3,6,6
1191,racional,sobrio,adjectives,1,0,4,0,2,0,0,0,1,3
1192,grande,ancho,adjectives,1,3,4,0,0,0,2,2,4,3
1193,crucial,importante,adjectives,3,5,6,5,5,0,4,5,6,5
1194,maravilloso,estupendo,adjectives,5,6,6,5,5,6,4,5,6,6
1195,raro,impar,adjectives,1,1,0,0,0,0,2,0,5,0
1196,feliz,enfadado,adjectives,0,0,0,0,0,0,0,1,1,0
1197,conocido,popular,adjectives,3,4,5,3,5,4,5,4,6,4
1198,curvo,torcido,adjectives,5,3,5,4,3,0,2,5,5,3
1199,necesario,importante,adjectives,4,3,3,5,2,6,0,3,5,4
1200,extramatrimonial,inmencionable,adjectives,0,0,3,0,0,0,0,0,0,0
1201,fuerte,orgulloso,adjectives,1,0,2,0,0,0,0,0,2,5
1202,feliz,joven,adjectives,0,0,0,0,0,0,0,0,1,0
1203,terminado,completar,adjectives,3,1,5,5,4,0,1,6,5,0
1204,tonto,confiado,adjectives,0,0,1,0,0,0,0,0,4,5
1205,menor,significativo,adjectives,0,0,0,0,0,0,0,1,1,0
1206,sucio,increíble,adjectives,0,0,0,0,0,0,0,0,0,0
1207,cargado,pesado,adjectives,4,0,4,4,2,0,3,4,3,5
1208,solitario,pobre,adjectives,0,0,0,0,0,0,0,0,0,3
1209,otro,opuesto,adjectives,1,0,3,0,3,0,0,0,4,0
1210,avergonzado,trastornado,adjectives,2,0,4,0,0,0,0,0,1,0
1211,aparente,obvio,adjectives,5,5,5,5,2,0,4,2,5,5
1212,masivo,astronómico,adjectives,0,3,0,5,1,0,0,0,5,2
1213,exótico,raro,adjectives,5,5,6,4,3,0,4,3,5,6
1214,saliente,bonito,adjectives,0,0,0,0,0,0,0,0,2,3
1215,inquieto,joven,adjectives,0,0,0,0,0,0,0,0,0,2
1216,sucio,estrecho,adjectives,0,0,0,0,0,0,0,0,0,0
1217,mensual,semanal,adjectives,0,0,0,0,0,0,0,1,4,0
1218,esencial,necesario,adjectives,5,5,6,5,5,6,3,5,6,5
1219,relajado,estresado,adjectives,0,0,0,0,0,0,0,1,1,0
1220,grande,enorme,adjectives,3,5,6,6,3,6,6,4,5,6
1221,perceptible,obvio,adjectives,5,1,0,6,3,0,2,4,5,4
1222,estrecho,blanco,adjectives,0,0,0,0,0,0,0,0,0,0
1223,negativo,Nunca,adjectives,0,0,3,0,1,6,0,2,4,0
1224,triste,aburrido,adjectives,1,1,0,0,0,0,0,0,1,2
1225,fácil,flexible,adjectives,4,2,1,0,2,0,0,3,3,3
1226,personal,íntimo,adjectives,5,3,6,5,3,6,4,6,5,6
1227,cubierto,vestido,adjectives,4,0,3,5,0,5,0,4,5,0
1228,bonito,cruel,adjectives,0,0,0,0,0,0,0,0,1,0
1229,obstinado,estúpido,adjectives,1,0,1,0,0,0,0,2,1,2
1230,Fresco,amplio,adjectives,0,0,0,0,0,0,0,0,1,0
1231,necesitado,inseguro,adjectives,2,0,1,0,0,0,0,0,4,0
1232,malo,deshonesto,adjectives,1,0,2,0,1,0,2,4,3,2
1233,hermoso,maravilloso,adjectives,3,5,5,2,0,5,0,3,5,3
1234,brillante,genial,adjectives,4,5,5,3,2,0,0,3,6,5
1235,sucio,barato,adjectives,0,0,0,0,0,0,0,0,0,0
1236,duro,difícil,adjectives,4,5,5,5,4,6,4,5,6,6
1237,agudo,suave,adjectives,4,0,0,0,0,0,0,0,1,0
1238,avergonzado,suerte,adjectives,0,0,0,0,0,0,0,0,0,0
1239,ignorante,regular,adjectives,0,0,0,0,0,0,0,0,0,0
1240,malo,genial,adjectives,0,0,0,0,0,0,0,0,1,0
1241,neutral,calma,adjectives,0,3,3,1,2,0,0,2,0,0
1242,imprevisto,no previsible,adjectives,2,6,6,5,5,6,6,6,6,6
1243,listo,inteligente,adjectives,3,6,5,6,5,6,5,5,6,6
1244,deshonesto,veraz,adjectives,0,0,0,0,0,0,0,0,1,0
1245,astuto,inteligente,adjectives,5,4,5,4,4,6,4,5,5,4
1246,genial,horrible,adjectives,0,0,0,0,0,0,0,1,1,0
1247,estupendo,enojado,adjectives,0,0,0,0,0,0,0,0,1,0
1248,picante,bueno,adjectives,0,0,0,0,0,0,0,0,0,0
1249,gratis,inocente,adjectives,0,0,0,0,0,0,0,0,1,0
1250,rígido,fácil,adjectives,0,0,0,0,0,0,0,0,1,0
1251,templado,agudo,adjectives,0,0,0,0,0,0,0,0,5,0
1252,difícil,denso,adjectives,4,0,2,0,3,0,0,0,6,5
1253,frágil,frígido,adjectives,0,0,0,0,0,0,0,0,0,1
1254,sencillo,fácil,adjectives,6,5,6,5,2,0,5,5,6,6
1255,nuevo,no usado,adjectives,5,5,6,6,6,6,5,6,6,6
1256,diferente,normal,adjectives,0,0,0,0,0,0,0,1,1,0
1257,temeroso,ansioso,adjectives,2,1,1,0,0,0,0,3,4,0
1258,descubierto,cubierto,adjectives,0,0,0,0,0,0,0,1,1,0
1259,agresivo,grosero,adjectives,1,1,4,4,0,6,2,3,1,3
1260,simpático,generoso,adjectives,0,0,4,0,0,6,0,3,4,0
1261,poderoso,débiles,adjectives,0,0,0,0,0,0,0,0,3,0
1262,sucio,feo,adjectives,0,1,0,0,0,0,0,2,1,3
1263,triste,gracioso,adjectives,0,0,0,0,0,0,0,0,1,0
1264,asustado,nervioso,adjectives,2,1,4,3,0,0,4,2,5,0
1265,duro,sencillo,adjectives,0,0,0,0,0,0,0,1,1,0
1266,débiles,picante,adjectives,0,0,0,0,0,0,0,0,0,0
1267,grande,flexible,adjectives,0,0,0,0,0,0,0,0,0,0
1268,innecesario,necesario,adjectives,0,0,0,0,0,0,0,1,1,0
1269,duro,cruel,adjectives,4,1,3,3,2,6,3,3,4,4
1270,impotente,vulnerable,adjectives,3,1,3,0,2,0,0,2,6,0
1271,relajado,calma,adjectives,3,1,6,3,4,0,4,5,5,6
1272,malo,terrible,adjectives,3,2,5,3,3,5,5,5,6,5
1273,Cortés,apropiado,adjectives,5,0,4,2,2,5,0,2,4,5
1274,pequeñito,enano,adjectives,3,5,6,5,3,6,3,5,6,6
1275,feliz,enojado,adjectives,0,0,0,0,0,0,0,1,1,0
1276,poco claro,vago,adjectives,6,2,2,0,5,0,2,0,0,0
1277,feliz,contento,adjectives,5,5,6,3,2,6,3,5,1,6
1278,templado,medio,adjectives,2,1,4,4,4,0,0,3,3,0
1279,eléctrico,dulce,adjectives,0,0,0,0,0,0,0,0,0,0
1280,desformado,uniforme,adjectives,0,0,4,0,0,0,0,1,1,0
1281,antiguo,Fresco,adjectives,0,0,0,0,0,0,0,0,0,0
1282,tortuoso,que no es de fiar,adjectives,0,0,4,0,0,0,0,0,6,0
1283,orgulloso,triste,adjectives,0,0,0,0,0,0,0,0,1,0
1284,escaso,raro,adjectives,6,3,3,4,0,6,2,4,6,6
1285,personal,privado,adjectives,2,5,5,3,4,6,0,5,6,5
1286,infantil,tonto,adjectives,3,1,1,0,0,6,2,0,5,4
1287,impaciente,ansioso,adjectives,5,4,6,4,4,6,3,5,1,4
1288,regular,promedio,adjectives,4,5,5,4,4,6,3,2,5,3
1289,nuevo,Fresco,adjectives,5,3,6,1,4,6,2,3,5,5
1290,minúsculo,enorme,adjectives,0,0,0,0,0,0,0,1,1,0
1291,grosero,ruidoso,adjectives,0,1,4,0,0,0,0,2,2,0
1292,mecánico,eléctrico,adjectives,0,0,4,0,2,0,0,4,2,0
1293,difícil,fácil,adjectives,0,0,0,0,0,0,0,1,1,0
1294,extraño,normal,adjectives,0,0,0,0,0,0,0,1,1,0
1295,saliente,entrante,adjectives,0,0,0,0,0,0,0,1,1,0
1296,limpiar,ordenado,adjectives,1,0,4,1,0,0,0,3,4,0
1297,detener,conducir,verbs,0,0,4,0,0,0,0,1,1,0
1298,proteger,ayuda,verbs,0,0,4,0,0,0,0,2,4,3
1299,olvidar,ignorar,verbs,4,4,4,5,0,0,0,0,4,3
1300,objetivo,golpear,verbs,0,0,3,0,0,0,0,0,1,0
1301,criticar,odiar,verbs,0,0,3,0,0,0,0,0,4,3
1302,ir,entrar,verbs,2,0,4,3,0,0,0,0,2,2
1303,deambular,buscar,verbs,1,0,4,1,0,0,0,0,1,2
1304,depender,confiar,verbs,4,0,5,2,0,0,0,2,5,3
1305,pedir prestado,mendigar,verbs,0,0,4,0,0,0,1,1,5,2
1306,salir,Aparecer,verbs,0,0,3,0,0,0,0,0,3,0
1307,perder,fallar,verbs,1,3,6,4,0,0,0,0,5,6
1308,definir,aclarar,verbs,3,0,5,5,2,6,4,2,5,6
1309,retratar,decidir,verbs,0,0,4,0,0,0,0,0,2,0
1310,entender,perdonar,verbs,0,0,4,0,0,0,0,2,4,0
1311,aceptar,negar,verbs,0,0,0,0,0,0,0,0,1,0
1312,aclarar,explicar,verbs,4,4,4,5,4,6,4,5,6,6
1313,concluir,decidir,verbs,4,1,5,3,4,0,3,0,6,0
1314,recoger,organizar,verbs,0,0,3,3,0,0,2,4,3,0
1315,destruir,hacer,verbs,0,0,1,0,0,0,0,0,1,0
1316,beber,tragar,verbs,0,1,6,0,2,0,0,3,5,5
1317,recibir,captura,verbs,0,0,1,0,0,0,0,0,2,0
1318,enfadar,herir,verbs,2,0,3,4,0,0,0,0,3,0
1319,seguir,perseguir,verbs,4,0,5,4,1,6,3,4,6,4
1320,pedir prestado,desear,verbs,0,0,4,0,0,0,0,0,3,3
1321,disfrutar,odiar,verbs,0,0,0,0,0,0,0,0,1,0
1322,ir,vender,verbs,0,0,1,0,0,0,0,0,0,0
1323,montar,correr,verbs,0,0,2,0,0,0,0,0,2,0
1324,detener,advertir,verbs,0,0,4,0,0,0,0,0,1,2
1325,saludar,realizar,verbs,0,0,3,0,0,0,0,0,0,0
1326,absorber,retirar,verbs,0,0,2,0,0,0,0,0,0,0
1327,testificar,juez,verbs,0,0,5,0,0,0,0,1,3,0
1328,retirar,rechazar,verbs,2,0,5,0,0,0,0,0,3,3
1329,inspeccionar,examinar,verbs,6,0,5,5,5,6,4,6,6,6
1330,creer,sentir,verbs,2,1,4,3,4,0,0,0,4,4
1331,descomponer,destruir,verbs,3,4,4,4,3,0,0,3,6,5
1332,volverse,parecer,verbs,0,0,0,0,0,0,0,0,4,0
1333,cocinar,perder,verbs,0,0,0,0,0,0,0,0,1,0
1334,enterrar,morir,verbs,0,0,5,0,0,0,0,2,3,0
1335,respirar,ahogarse,verbs,0,0,1,0,0,0,0,1,3,0
1336,descubrir,originar,verbs,2,0,4,0,0,0,0,3,2,4
1337,aplazar,terminar,verbs,0,0,4,0,0,0,0,0,1,0
1338,explicar,probar,verbs,4,1,0,3,2,6,2,3,2,0
1339,entregar,llevar,verbs,5,4,6,3,0,6,0,0,3,0
1340,encontrar,desaparecer,verbs,0,0,1,0,0,0,0,0,2,0
1341,detener,silbar,verbs,0,0,2,0,0,0,0,0,3,0
1342,empezar,ir,verbs,1,0,3,0,0,0,0,0,2,0
1343,salir,deambular,verbs,1,0,4,0,2,0,0,0,3,3
1344,dar,prestar,verbs,1,2,3,2,2,0,1,2,6,3
1345,contar,recordar,verbs,0,0,3,0,0,0,0,0,2,3
1346,aprender,educar,verbs,0,1,5,0,0,0,0,2,4,5
1347,desalojar,salir,verbs,5,2,6,0,0,0,3,3,4,3
1348,paga,tratar,verbs,0,0,2,0,0,0,0,0,0,0
1349,pretender,retratar,verbs,0,0,5,0,0,0,0,0,4,0
1350,corregir,evaluar,verbs,0,4,6,4,3,6,4,5,5,6
1351,ir,venir,verbs,0,1,6,0,0,0,0,1,5,0
1352,recoger,salvar,verbs,2,0,5,0,0,0,0,0,0,0
1353,morder,luchar,verbs,0,0,4,0,0,0,0,0,2,0
1354,mentira,pretender,verbs,0,0,4,3,1,0,0,0,4,0
1355,darse cuenta de,descubrir,verbs,5,5,5,3,2,6,5,4,5,6
1356,discutir,persuadir,verbs,1,4,2,0,0,0,2,0,4,0
1357,hervir,freír,verbs,1,1,1,0,0,0,0,1,4,0
1358,excusar,perdonar,verbs,5,1,6,2,2,0,0,1,6,5
1359,vivir,sobrevivir,verbs,1,4,5,1,0,0,2,1,4,3
1360,lograr,tratar,verbs,0,1,3,0,2,0,0,0,3,0
1361,negarse,disminuir,verbs,0,0,0,0,0,0,0,0,1,0
1362,fallar,confiar,verbs,0,0,0,0,0,0,0,0,2,0
1363,sacudir,remover,verbs,1,0,3,2,4,6,0,2,6,5
1364,barajar,montar,verbs,0,0,1,0,0,0,0,0,1,4
1365,desocupar,desalojar,verbs,6,3,5,3,6,6,5,5,6,5
1366,estar de acuerdo,discrepar,verbs,0,0,0,0,0,0,5,1,2,0
1367,obtener,permanecer,verbs,0,0,0,0,0,0,0,0,0,0
1368,lucha,matar,verbs,0,0,1,0,0,0,0,1,3,0
1369,de acuerdo,diferir de,verbs,0,0,0,0,0,0,0,1,2,0
1370,traer,restaurar,verbs,0,0,0,0,0,0,0,0,1,0
1371,tomar,salir,verbs,0,0,3,0,0,0,0,0,1,0
1372,organizar,exigir,verbs,0,0,2,0,0,0,0,0,1,0
1373,tratar,pensar,verbs,0,0,6,0,0,0,0,0,1,0
1374,romper,vestir,verbs,0,0,0,0,0,0,0,0,0,0
1375,analizar,evaluar,verbs,4,5,6,4,3,6,4,4,6,4
1376,unir,casar,verbs,0,3,6,2,4,0,2,3,5,6
1377,reunir,reunirse,verbs,2,2,6,4,2,0,3,0,6,6
1378,irradiar,brillar,verbs,3,2,6,4,3,6,2,4,6,5
1379,adjuntar,unirse,verbs,3,2,6,4,0,0,0,2,4,6
1380,salir,ignorar,verbs,0,0,2,0,0,0,0,0,1,0
1381,culpa,acusar,verbs,0,0,5,4,2,0,0,2,5,6
1382,explorar,descubrir,verbs,3,1,5,3,1,6,0,2,4,6
1383,desear,escoger,verbs,0,1,4,0,2,0,0,0,4,3
1384,tomar,obtener,verbs,4,2,6,2,4,0,0,2,3,6
1385,leer,morder,verbs,0,0,0,0,0,0,0,0,0,0
1386,escuchar,obedecer,verbs,1,1,3,0,0,0,0,1,3,0
1387,demoler,aplastar,verbs,0,2,4,3,2,0,2,2,4,4
1388,asistir,llegar,verbs,3,3,4,2,0,0,0,1,5,4
1389,suponer,predecir,verbs,1,4,5,0,0,0,2,3,6,4
1390,abrazar,abrazo,verbs,5,1,6,6,5,6,4,1,6,6
1391,gestionar,organizar,verbs,5,4,6,4,2,6,3,5,6,4
1392,adquirir,robar,verbs,1,0,0,0,1,0,0,1,4,0
1393,rechazar,condenar,verbs,1,0,4,2,0,0,3,0,6,6
1394,crear,bucear,verbs,0,0,0,0,0,0,0,0,0,0
1395,robar,comprar,verbs,0,0,0,0,0,0,0,0,2,0
1396,morir,desintegrarse,verbs,1,1,1,0,2,0,0,0,2,0
1397,pedir,alegar,verbs,0,0,2,0,1,0,0,0,4,0
1398,enviar,asistir,verbs,0,0,4,0,0,0,0,0,3,0
1399,tomar,aprovechar,verbs,2,0,3,0,0,0,0,0,2,0
1400,cazar,susto,verbs,0,0,0,0,0,0,0,0,1,0
1401,entender,escucha,verbs,2,0,4,0,0,0,0,1,4,0
1402,buscar,encontrar,verbs,0,0,5,2,0,0,0,2,4,0
1403,golpear,ganar,verbs,0,0,1,0,0,0,0,0,2,0
1404,recorrer,levantar,verbs,0,0,0,0,0,0,0,0,1,0
1405,preocuparse,malgastar,verbs,0,0,0,0,0,0,0,0,1,0
1406,limpiar,informar,verbs,0,0,0,0,0,0,0,0,0,0
1407,dar,negar,verbs,0,0,0,0,0,0,0,0,1,0
1408,discutir,pedir,verbs,0,1,2,0,0,0,0,0,3,0
1409,buscar,preguntar,verbs,0,0,3,0,0,0,0,0,4,3
1410,unirse,añadir,verbs,3,2,4,3,2,6,0,1,5,3
1411,frustrar,desalentar,verbs,5,5,5,4,3,3,0,2,5,3
1412,salvar,rescatar,verbs,6,5,6,5,4,6,5,6,6,6
1413,matar,ahogarse,verbs,0,1,5,0,0,0,0,0,4,0
1414,volverse,Aparecer,verbs,0,0,5,0,0,0,0,0,4,0
1415,tomar,entregar,verbs,0,0,5,0,0,0,0,0,4,0
1416,mezcla,beber,verbs,0,0,3,0,0,0,0,0,3,0
1417,verter,gotear,verbs,1,3,2,0,1,0,0,1,4,4
1418,disminución,descender,verbs,0,0,6,3,0,0,2,5,4,6
1419,asumir,pretender,verbs,4,4,2,2,2,3,1,0,5,0
1420,seleccionar,recoger,verbs,5,0,4,0,3,0,0,0,3,3
1421,comportarse,obedecer,verbs,0,5,5,3,2,0,1,5,4,3
1422,añadir,construir,verbs,0,0,1,0,3,0,0,0,4,2
1423,escoger,elegir,verbs,5,5,6,6,6,6,5,6,6,6
1424,mezclar,disolver,verbs,0,3,0,3,3,0,2,4,5,0
1425,perder,sustraer,verbs,1,0,0,0,0,0,0,0,3,0
1426,aceptar,disminuir,verbs,0,0,0,0,0,0,0,0,0,0
1427,alegar,mendigar,verbs,0,0,1,0,0,0,0,0,2,0
1428,ahogar,abrazar,verbs,0,0,5,0,0,0,0,0,2,0
1429,empapar,reducir,verbs,0,0,0,0,0,0,0,0,0,0
1430,obtener,poner,verbs,0,1,0,0,0,0,0,0,1,0
1431,traer,quejar,verbs,0,0,0,0,0,0,0,0,0,0
1432,competir,terminar,verbs,0,0,0,0,0,0,0,0,2,0
1433,involucrarse,casar,verbs,0,0,5,0,0,0,0,0,4,0
1434,quejarse,discutir,verbs,1,3,5,2,0,5,0,2,5,4
1435,ven,asistir,verbs,0,0,5,0,2,0,0,1,6,6
1436,empezar,dejar,verbs,0,0,0,0,0,0,0,0,2,0
1437,perder,mantener,verbs,0,0,0,0,0,0,0,0,1,0
1438,lograr,realizar,verbs,5,6,6,3,3,0,2,3,5,0
1439,cocinar,freír,verbs,4,1,6,2,3,3,0,2,5,2
1440,deber,prestar,verbs,0,0,2,0,0,0,0,0,3,0
1441,rechazar,evitar,verbs,2,1,6,5,2,5,2,0,5,3
1442,dar,pedir prestado,verbs,0,1,4,0,0,0,0,1,4,0
1443,permitir,aprobar,verbs,4,2,5,5,3,0,4,4,4,0
1444,hablar,susurrar,verbs,1,1,5,0,2,0,0,1,5,0
1445,pausa,esperar,verbs,0,0,6,3,1,4,3,1,6,5
1446,dar,poner,verbs,3,0,1,0,0,0,0,0,3,5
1447,investigar,examinar,verbs,6,4,6,4,3,5,2,4,6,4
1448,tomar,recibir,verbs,2,2,5,0,0,0,0,1,1,5
1449,buscar,mirar,verbs,4,0,6,1,0,0,0,1,4,4
1450,practicar,repetir,verbs,1,0,5,2,2,5,1,3,5,3
1451,proteger,defender,verbs,5,5,6,5,5,5,3,5,5,6
1452,castigar,obedecer,verbs,0,0,5,0,0,0,0,1,4,0
1453,unirse,adquirir,verbs,0,0,3,0,2,0,0,0,3,0
1454,aprender,escuchar,verbs,0,0,4,0,0,0,0,2,4,0
1455,escuchar,oír,verbs,4,6,6,4,4,6,5,5,5,6
1456,renunciar,reprimir,verbs,2,1,6,0,0,0,0,0,1,0
1457,reunir,recoger,verbs,4,5,6,3,2,0,0,0,5,6
1458,crecer,incrementar,verbs,3,6,6,3,4,0,3,6,6,3
1459,estar de acuerdo,discutir,verbs,0,0,0,0,0,0,0,1,4,0
1460,agarrar,entender,verbs,0,0,0,0,0,0,0,0,0,0
1461,discutir,justificar,verbs,0,2,1,0,0,0,0,0,4,0
1462,cubrir,enterrar,verbs,4,4,5,2,3,0,1,4,5,6
1463,salir,ir,verbs,2,1,6,4,4,5,2,2,5,3
1464,desconocer,negar,verbs,5,0,1,0,0,5,0,0,4,0
1465,discutir,diferir de,verbs,3,1,3,4,3,0,0,5,5,5
1466,multiplicar,dividir,verbs,0,0,2,0,0,0,0,1,4,0
1467,comprender,satisfacer,verbs,0,0,4,0,0,0,0,0,3,0
1468,ir,enviar,verbs,0,0,4,0,0,0,0,0,3,0
1469,localizar,encontrar,verbs,5,5,6,5,5,6,5,6,5,6
1470,imprimir,ignorar,verbs,0,0,0,0,0,0,0,0,0,0
1471,esforzarse,ejecutar,verbs,0,0,4,0,0,0,0,0,3,0
1472,retratar,notificar,verbs,0,0,4,0,0,0,0,0,2,0
1473,adquirir,recibir,verbs,5,2,6,2,2,0,4,2,4,0
1474,negar,mentir,verbs,0,3,1,0,0,0,0,0,2,6
1475,humillar,comodidad,verbs,0,0,0,0,0,0,0,0,0,0
1476,mendigar,pedir,verbs,2,2,2,3,3,0,5,1,6,4
1477,matar,destruir,verbs,0,1,5,0,3,0,0,1,4,3
1478,dividir,despegar,verbs,3,2,0,0,2,0,0,3,0,2
1479,prohibir,detener,verbs,4,1,2,2,2,5,0,0,5,3
1480,culpar,empujar,verbs,0,0,0,0,0,0,0,0,1,0
1481,oler,mimar,verbs,0,0,0,0,0,0,0,0,0,0
1482,engañar,hacer trampas,verbs,3,2,6,5,2,5,2,4,6,5
1483,arrestar,sospechar,verbs,0,0,4,0,0,0,0,0,4,0
1484,absorber,poseer,verbs,1,0,3,0,1,0,0,1,1,3
1485,aceptar,rechazar,verbs,0,0,0,0,0,0,0,1,1,0
1486,tejer,movimiento,verbs,0,0,1,0,0,0,0,0,2,0
1487,molestar,agravar,verbs,2,1,3,0,0,0,0,0,5,0
1488,hacer,dejar,verbs,0,0,3,0,0,0,0,0,1,0
1489,estar de acuerdo,aceptar,verbs,4,0,6,5,1,6,5,4,5,3
1490,saber,comprender,verbs,0,0,6,4,0,6,0,2,5,6
1491,tomar,poseer,verbs,1,0,6,3,0,0,0,2,4,6
1492,adorar,admirar,verbs,4,5,6,5,3,0,2,4,6,5
1493,estar de acuerdo,complacer,verbs,0,0,5,0,0,0,0,2,4,0
1494,hacer,construir,verbs,3,2,5,2,3,6,2,2,5,4
1495,elegir,rechazar,verbs,0,0,2,0,0,0,0,0,2,0
1496,aplastar,romper,verbs,0,2,5,2,2,0,1,3,4,3
1497,hacer,volverse,verbs,0,0,2,0,0,0,0,0,2,0
1498,destruir,construir,verbs,0,0,0,0,0,0,0,1,1,0
1499,destruir,salvar,verbs,0,0,0,0,0,0,0,0,1,0
1500,dejar,permitir,verbs,4,5,5,5,5,6,4,6,6,5
1501,enjuagar,lavar,verbs,4,2,6,4,2,6,1,4,4,4
1502,dar,saber,verbs,0,0,4,0,0,0,0,0,1,0
1503,retirarse,retirar,verbs,6,1,6,5,3,0,2,2,6,5
1504,estar de acuerdo,vender,verbs,0,0,5,0,0,0,0,0,4,0
1505,olvidar,aprender,verbs,0,0,0,0,0,0,0,0,1,0
1506,asesorar,recomendar,verbs,5,2,5,5,4,6,3,5,6,6
1507,cojear,caminar,verbs,0,1,2,0,0,0,0,1,5,0
1508,odiar,despreciar,verbs,4,4,6,4,1,6,5,4,6,4
1509,pensar,decidir,verbs,0,1,5,0,0,6,0,0,4,0
1510,reducir,encoger,verbs,4,5,5,5,4,5,5,5,6,0
1511,escalar,hacer senderismo,verbs,1,2,3,0,0,0,0,1,4,0
1512,sorber,tragar,verbs,0,1,4,0,0,0,1,2,5,4
1513,adquirir,obtener,verbs,6,5,6,5,4,0,6,6,6,4
1514,caer,herir,verbs,0,0,5,0,0,0,0,2,4,0
1515,pellizcar,dar un puñetazo,verbs,0,0,0,0,0,0,0,0,4,0
1516,pedir,rezar,verbs,0,0,4,0,0,4,2,0,5,0
1517,dar,permitir,verbs,1,1,3,0,0,0,0,0,4,0
1518,ignorar,evitar,verbs,4,4,3,5,0,6,0,5,6,0
1519,salir,reunirse,verbs,1,2,5,0,0,6,0,0,4,0
1520,asumir,predecir,verbs,4,1,5,4,1,5,3,0,5,0
1521,recoger,ganancia,verbs,0,0,3,0,2,0,0,0,3,0
1522,desear,querer,verbs,5,5,6,4,3,6,4,4,6,3
1523,ofender,molestia,verbs,0,0,6,0,2,0,2,0,5,0
1524,contemplar,pensar,verbs,2,0,5,3,0,6,0,4,5,0
1525,aceptar,recomendar,verbs,0,0,4,0,0,0,0,0,4,0
1526,paga,comprar,verbs,0,0,5,0,0,0,0,0,5,0
1527,mezcla,combinar,verbs,4,1,6,4,4,6,3,6,6,3
1528,enviar,recibir,verbs,0,1,0,0,0,0,0,1,4,0
1529,crear,imaginar,verbs,0,2,4,0,0,0,3,1,3,0
1530,lograr,tener éxito,verbs,4,2,6,5,5,6,3,5,6,5
1531,pensar,racionalizar,verbs,5,4,6,3,4,0,4,5,5,5
1532,mantener,dar,verbs,0,0,2,0,2,0,0,0,3,0
1533,hablar,oír,verbs,0,0,2,0,0,0,0,1,4,0
1534,permitir,refutar,verbs,0,0,3,0,0,0,0,0,2,0
