ID,Word 1,Word 2,PoS,Annotator 1,Annotator 2,Annotator 3,Annotator 4,Annotator 5,Annotator 6,Annotator 7,Annotator 8,Annotator 9,Annotator 10
1535,satisfacer,complacer,verbs,4,3,6,6,5,6,5,6,6,3
1536,ir,permitir,verbs,0,0,3,0,0,0,0,0,1,0
1537,beber,sorber,verbs,3,4,4,2,2,0,4,3,4,5
1538,controlar,detener,verbs,0,0,3,0,2,0,0,0,5,0
1539,empezar,originar,verbs,5,0,5,6,5,0,4,6,6,3
1540,tener éxito,tratar,verbs,0,1,3,0,0,0,0,0,1,0
1541,luchar,discrepar,verbs,0,1,4,0,0,0,0,0,5,0
1542,entrar,deber,verbs,0,0,0,0,0,0,0,0,0,0
1543,unirse,casarse,verbs,1,1,0,4,3,0,3,4,5,3
1544,reducir,restringir,verbs,4,0,2,4,0,0,3,4,5,0
1545,crear,construir,verbs,5,2,4,3,4,6,3,4,6,3
1546,ganar,tener éxito,verbs,2,2,6,5,2,0,3,5,6,0
1547,comenzar,empezar,verbs,6,6,6,6,5,6,6,6,6,6
1548,sorprender,celebrar,verbs,0,0,3,2,0,0,0,1,4,0
1549,absorber,aprender,verbs,0,0,0,3,2,0,1,3,5,2
1550,nombrar,elegir,verbs,3,2,5,4,3,0,3,6,6,0
1551,deambular,fluir,verbs,0,0,0,0,3,0,0,0,2,0
1552,tomar,robar,verbs,2,1,0,0,2,0,0,1,4,0
1553,ocurrir,suceder,verbs,5,4,6,5,5,6,5,6,6,0
1554,reemplazar,restaurar,verbs,3,1,4,4,0,5,0,2,5,0
1555,esfumarse,desaparecer,verbs,6,6,6,5,6,6,6,6,6,0
1556,hornear,freír,verbs,3,0,5,0,1,0,0,1,4,0
1557,captura,lanzar,verbs,0,0,1,0,0,0,0,0,3,0
1558,garabatear,escribir,verbs,1,1,3,2,1,0,0,1,4,1
1559,pedir prestado,vender,verbs,0,0,0,0,0,0,0,0,4,0
1560,comparar,analizar,verbs,2,5,5,4,0,4,0,0,5,2
1561,ahogar,abrumar,verbs,3,2,5,0,1,0,0,1,4,0
1562,llegar,salir,verbs,0,0,0,0,0,0,0,0,4,0
1563,mantener,proteger,verbs,0,2,2,3,1,5,0,0,5,0
1564,unir,empatar,verbs,5,0,0,0,0,0,3,0,4,0
1565,molestar,herir,verbs,0,2,4,5,2,0,0,0,5,0
1566,despierto,roncar,verbs,0,0,0,0,0,0,0,0,2,0
1567,despreciar,cargar,verbs,0,0,0,0,1,0,0,0,5,0
1568,cerrar,vomitar,verbs,0,0,0,0,0,0,0,0,0,0
1569,sostener,abrazar,verbs,1,1,1,0,3,0,0,2,3,0
1570,implicar,incluir,verbs,4,5,4,5,4,0,2,5,4,0
1571,llevar,traer,verbs,0,1,0,0,0,0,0,1,5,0
1572,chocarse con,aplastar,verbs,0,1,2,0,0,0,0,1,3,0
1573,pensar,preguntar,verbs,0,0,3,0,0,0,0,0,4,0
1574,salir,unirse,verbs,0,0,3,0,0,0,0,0,2,0
1575,dividir,unir,verbs,0,0,0,0,0,0,0,0,2,0
1576,recordar,vender,verbs,0,0,0,0,0,0,0,0,0,0
1577,retirarse,salir,verbs,5,5,5,2,2,0,5,0,5,0
1578,salir,esperar,verbs,0,0,2,0,0,0,0,0,2,0
1579,beber,aumentar,verbs,0,0,0,0,0,0,0,0,0,0
1580,saber,creer,verbs,0,0,2,1,0,0,0,2,4,0
1581,obtener,comprar,verbs,2,0,6,2,3,4,1,4,5,3
1582,poner,colgar,verbs,1,0,4,2,3,5,0,0,5,0
1583,discutir,probar,verbs,0,0,0,0,2,0,0,0,4,0
1584,juzgar,decidir,verbs,5,5,6,1,4,0,0,2,5,0
1585,empujar,tirar,verbs,0,0,6,3,0,6,0,0,2,2
1586,debate,discutir,verbs,4,2,6,3,5,0,3,3,5,4
1587,asistir,discutir,verbs,0,0,0,0,0,0,0,0,2,0
1588,complacer,entretener,verbs,2,3,6,0,0,0,0,0,5,0
1589,promover,avanzar,verbs,4,1,6,2,4,0,0,0,4,3
1590,expandir,crecer,verbs,4,5,6,4,5,5,5,6,6,3
1591,hacer,ganar,verbs,0,0,3,0,0,0,0,0,2,0
1592,recuerda,pensar,verbs,1,1,5,0,1,0,0,0,5,4
1593,acusar,mentir,verbs,0,0,1,0,0,0,0,0,4,0
1594,organizar,volverse,verbs,0,0,1,0,0,0,0,0,1,0
1595,hacer,ocurrir,verbs,2,0,3,0,0,0,0,0,1,0
1596,exprimir,abrazar,verbs,1,0,4,0,2,0,0,0,2,0
1597,realizar,volverse,verbs,0,1,0,0,0,0,0,0,1,0
1598,complacer,alegar,verbs,0,5,2,0,0,0,0,0,0,0
1599,asaltar,agravar,verbs,0,2,3,0,2,0,0,0,3,0
1600,perseguir,persuadir,verbs,0,0,0,0,2,0,0,0,2,0
1601,agrietar,romper,verbs,3,4,4,3,1,0,2,3,4,0
1602,aprender,evaluar,verbs,0,0,5,0,0,0,0,0,4,0
1603,verificar,justificar,verbs,0,3,6,2,0,0,0,2,5,0
1604,evitar,negar,verbs,0,1,1,0,0,0,0,1,4,3
1605,atacar,herir,verbs,4,4,5,3,0,3,0,3,4,0
1606,percibir,oír,verbs,3,2,5,1,1,0,0,3,4,0
1607,lanzar,presionar,verbs,0,0,0,0,0,0,0,0,2,0
1608,aceptar,perdonar,verbs,4,2,6,2,0,6,0,0,4,2
1609,dar,robar,verbs,0,0,0,0,0,0,0,0,1,0
1610,Aparecer,asistir,verbs,1,2,4,1,4,6,0,4,4,1
1611,enseñar,educar,verbs,4,5,6,6,4,6,5,4,6,5
1612,tropezar,caerse,verbs,3,5,6,4,2,6,0,4,4,4
1613,hablar,reconocer,verbs,0,0,0,0,0,0,0,0,2,6
1614,temblar,congelar,verbs,0,1,4,0,0,0,0,0,4,0
1615,recibir,aceptar,verbs,4,2,4,3,0,0,2,4,4,3
1616,evacuar,determinar,verbs,0,0,2,4,0,0,0,0,1,0
1617,vestir,erosionar,verbs,0,0,0,0,0,0,0,0,0,0
1618,matar,defender,verbs,0,0,1,0,0,0,0,0,3,0
1619,levantar,aumentar,verbs,2,2,0,0,2,0,0,0,3,0
1620,jugar,apostar,verbs,1,1,3,1,2,4,0,5,4,6
1621,mantener,pedir prestado,verbs,0,0,0,0,0,0,0,0,2,0
1622,salvar,proteger,verbs,5,4,5,4,0,0,0,2,4,3
1623,perder,obtener,verbs,0,0,0,0,0,0,0,0,2,0
1624,saludar,reunirse,verbs,0,0,0,0,0,0,0,0,4,0
1625,cantar,flotador,verbs,0,0,0,0,0,0,0,0,0,0
1626,asistir,ayudar,verbs,5,5,5,5,5,0,4,5,2,6
1627,decir,verificar,verbs,0,0,4,0,1,0,0,0,3,0
1628,prometer,jurar,verbs,5,5,6,5,5,6,3,6,6,6
1629,chasquear,crujir,verbs,1,4,3,1,2,0,0,3,4,4
1630,remover,mezcla,verbs,1,0,5,4,0,6,0,6,5,4
1631,descender,retirarse,verbs,1,0,4,0,1,0,0,0,3,0
1632,llegar,venir,verbs,3,2,5,1,1,0,0,2,5,0
1633,declarar,anunciar,verbs,4,4,5,4,2,6,0,5,6,5
1634,caminar,estar,verbs,0,0,0,0,0,0,0,0,2,0
1635,fallar,desalentar,verbs,0,1,4,0,0,0,0,0,4,0
1636,insultar,ofender,verbs,5,5,6,5,1,6,2,4,6,5
1637,gastar,salvar,verbs,0,0,0,0,0,0,0,0,1,0
1638,erosionar,descolorarse,verbs,0,1,4,0,0,0,0,0,5,0
1639,encoger,crecer,verbs,0,0,0,0,0,0,0,0,2,0
1640,ignorar,pedir,verbs,0,0,0,0,0,0,0,0,2,0
1641,tener éxito,fallar,verbs,0,0,0,0,0,0,0,0,2,0
1642,enseñar,castigar,verbs,0,1,0,0,0,0,0,0,4,0
1643,informar,notificar,verbs,5,4,6,5,2,6,4,4,6,6
1644,discutir,racionalizar,verbs,4,0,6,0,3,0,0,0,4,4
1645,golpear,azotar,verbs,4,2,6,4,2,4,5,6,5,5
1646,permitir,erosionar,verbs,0,0,0,0,0,0,0,0,0,0
1647,agarrar,apretar,verbs,4,3,3,3,1,0,0,2,4,6
1648,tropezarse,chocarse,verbs,1,1,5,2,0,6,4,0,5,0
1649,matar,colgar,verbs,0,1,1,0,0,0,0,0,3,0
1650,traer,enviar,verbs,0,0,5,0,0,0,0,1,4,0
1651,pedir,reñir,verbs,0,0,2,0,0,0,0,0,3,0
1652,darse prisa,apurarse,verbs,6,6,6,5,5,6,6,6,6,5
1653,huir,escapar,verbs,5,6,6,5,4,6,5,6,6,6
1654,ganar,realizar,verbs,2,4,5,2,3,0,0,0,4,0
1655,negar,admitir,verbs,0,0,0,0,0,0,0,1,1,0
1656,tomar,llevar,verbs,2,1,0,0,0,0,0,0,4,0
1657,reír,cantar,verbs,0,0,0,0,0,0,0,0,4,0
1658,irritar,adivinar,verbs,0,0,0,0,0,0,0,0,0,0
1659,reír,llorar,verbs,0,0,0,0,0,0,0,1,1,0
1660,reunir,asistir,verbs,1,1,1,0,0,0,0,2,4,0
1661,cooperar,participar,verbs,3,3,5,4,4,6,1,4,6,5
1662,decir,participar,verbs,1,2,3,0,1,0,0,0,5,0
1663,ojear,deslumbrar,verbs,0,2,0,0,0,0,0,0,3,0
1664,apestar,oler,verbs,4,0,1,5,2,0,3,1,5,6
1665,investigar,perseguir,verbs,1,1,0,0,2,0,0,1,3,3
1666,reirse,reír,verbs,6,6,6,6,4,5,6,6,6,6
1667,conservar,mantener,verbs,5,5,5,5,5,6,4,4,6,5
1668,empatar,tejer,verbs,0,0,0,0,0,0,0,0,0,0
1669,superar,dominar,verbs,4,4,5,4,1,0,0,0,6,0
1670,recibir,lograr,verbs,0,0,0,0,0,0,0,3,0,0
1671,mantener,poseer,verbs,3,2,4,5,1,6,0,3,2,0
1672,participar,unirse,verbs,4,0,5,4,3,6,0,0,5,3
1673,deteriorarse,limpiar,verbs,0,0,0,0,0,0,0,0,4,0
1674,separar,adjuntar,verbs,0,0,0,0,0,0,0,0,1,0
1675,apreciar,mantener,verbs,0,0,0,0,0,0,0,0,4,0
1676,cocinar,mezclar,verbs,0,1,3,0,0,0,0,2,4,0
1677,criticar,observar,verbs,4,1,1,0,4,0,0,0,4,0
1678,animar,desalentar,verbs,0,0,2,0,0,0,0,0,1,0
1679,salir,entrar,verbs,0,0,0,0,0,0,0,0,1,0
1680,robar,secuestrar,verbs,3,2,3,0,0,0,0,1,4,3
1681,recordar,olvidar,verbs,0,0,0,0,0,0,0,0,1,0
1682,salir,permanecer,verbs,0,0,0,0,0,0,0,0,1,0
1683,perdonar,olvidar,verbs,4,3,2,2,0,0,0,2,5,4
1684,crear,destruir,verbs,0,0,0,0,0,0,0,0,1,0
1685,chillar,gritar,verbs,6,4,6,6,4,6,5,6,5,6
1686,juzgar,acusar,verbs,4,3,5,3,1,0,0,4,5,4
1687,exigir,preguntar,verbs,2,1,4,2,1,0,0,3,4,0
1688,esperar,permanecer,verbs,3,2,5,4,2,0,1,1,5,0
1689,golpear,mezclar,verbs,0,0,0,0,0,0,0,0,0,0
1690,aceptar,creer,verbs,0,0,3,0,3,0,0,0,4,4
1691,buscar,cazar,verbs,3,0,3,0,2,0,2,0,5,2
1692,pretender,parecer,verbs,4,0,4,5,3,0,0,0,5,4
1693,enfadar,desalentar,verbs,2,1,0,0,0,0,0,0,3,0
1694,sacudir,recoger,verbs,0,0,0,0,0,0,0,0,4,0
1695,molestar,interrumpir,verbs,3,2,2,2,2,5,2,2,6,6
1696,venir,traer,verbs,0,1,1,0,0,0,0,0,4,0
1697,terminar,graduarse,verbs,1,2,6,0,1,0,0,2,4,0
1698,crear,hacer,verbs,2,2,6,3,4,6,3,5,5,0
1699,viajar,ir,verbs,4,4,4,1,3,0,2,3,5,3
1700,ganar,dominar,verbs,4,2,5,1,2,0,2,2,6,0
1701,pretender,imaginar,verbs,1,1,3,1,3,0,0,0,4,0
1702,entender,saber,verbs,3,5,5,3,3,3,0,3,5,4
1703,merecer,ganar,verbs,0,2,1,0,0,0,0,4,5,4
1704,separar,salir,verbs,0,1,0,0,0,0,0,0,2,0
1705,exprimir,decir,verbs,0,3,1,0,0,0,0,0,1,0
1706,cubrir,proteger,verbs,5,4,5,3,4,3,2,4,5,3
1707,leer,comprender,verbs,1,1,3,0,0,0,0,3,4,3
1708,irritar,enemistarse,verbs,0,1,3,0,0,0,0,4,4,0
1709,decidir,escoger,verbs,5,4,5,3,4,6,2,3,5,3
1710,adquirir,encontrar,verbs,0,1,4,0,1,0,1,0,4,0
1711,determinar,predecir,verbs,1,1,5,2,2,0,0,0,5,0
1712,discutir,explicar,verbs,2,2,3,0,2,0,0,0,4,0
1713,capturar,perseguir,verbs,0,1,4,0,0,0,0,2,4,0
1714,golpear,atraer,verbs,0,0,0,0,0,0,0,0,1,0
1715,dar,desconocer,verbs,0,0,0,0,0,0,0,0,1,0
1716,quemar,ahogar,verbs,0,0,0,0,0,0,0,0,1,0
1717,nadar,reunirse,verbs,0,0,0,0,0,0,0,0,0,0
1718,comunicar,rezar,verbs,0,1,1,0,0,0,0,0,4,0
1719,aceptar,entregar,verbs,0,0,0,0,0,0,0,0,4,0
1720,olvidar,saber,verbs,0,0,0,0,0,0,0,0,2,0
1721,restaurar,reparar,verbs,4,5,6,4,4,5,3,5,5,6
1722,cooperar,unirse,verbs,4,3,5,4,3,0,0,2,5,5
1723,desorganizado,organizado,verbs,0,0,0,0,0,0,0,0,1,0
1724,permanecer,conservar,verbs,5,3,2,3,3,6,0,2,5,0
1725,capturar,imitar,verbs,0,1,0,1,0,0,0,0,2,0
1726,jugar,lucha,verbs,0,0,0,0,0,0,0,0,4,0
1727,aceptar,reconocer,verbs,4,4,6,4,4,5,5,3,5,6
1728,discutir,grito,verbs,0,1,3,0,0,0,0,1,4,0
1729,llorar,sollozar,verbs,4,4,6,1,3,3,3,5,6,6
1730,disolver,derretir,verbs,3,3,5,1,0,0,0,3,6,4
1731,añadir,dividir,verbs,0,0,0,0,0,0,0,0,3,0
1732,multiplicar,añadir,verbs,0,1,4,1,0,0,0,2,5,0
1733,patear,herir,verbs,1,2,3,1,0,0,0,2,4,0
1734,renunciar,desconocer,verbs,0,0,5,0,0,0,0,0,4,0
1735,reconocer,notificar,verbs,2,1,1,0,2,0,0,0,4,0
1736,aprender,confundir,verbs,0,0,0,0,0,0,0,0,2,0
1737,lloriquear,llorar,verbs,5,5,6,6,3,6,3,4,6,4
1738,sugerir,asesorar,verbs,3,3,6,3,4,5,3,4,5,4
1739,imitar,retratar,verbs,3,1,6,3,3,0,0,0,5,0
1740,disfrutar,entretener,verbs,0,0,4,0,2,0,0,4,6,0
1741,capturar,agarrar,verbs,5,4,5,3,3,0,3,5,5,0
1742,encontrar,escapar,verbs,0,0,0,0,0,0,0,0,3,0
1743,buscar,indagar,verbs,5,4,5,3,3,6,4,3,6,0
1744,convencer,discutir,verbs,3,2,0,2,0,0,0,0,5,0
1745,parcialidad,inclinarse,verbs,0,2,0,1,4,0,3,4,5,0
1746,inferior,reducir,verbs,2,1,2,0,0,0,0,1,4,0
1747,ignorar,explorar,verbs,0,0,0,0,0,0,0,0,2,0
1748,intentar,tener la intención,verbs,4,2,4,3,2,2,0,5,5,5
1749,resolver,terminar,verbs,5,2,3,3,4,0,0,5,4,6
1750,manchar,untar,verbs,0,1,0,0,0,0,0,0,3,0
1751,proclamar,anunciar,verbs,5,4,5,4,4,4,0,4,6,6
1752,tratar,convencer,verbs,0,0,3,0,2,3,0,0,4,4
1753,hacer huelga,perder,verbs,0,0,0,0,0,0,0,0,2,0
1754,vagar,deambular,verbs,5,5,6,5,5,5,3,6,6,6
1755,lanzar,enviar,verbs,2,1,3,4,3,0,0,2,4,4
1756,disfrazar,cubrir,verbs,4,1,1,0,2,0,0,0,5,0
1757,ayudar,pedir,verbs,0,0,1,0,0,0,0,0,4,0
1758,recibir,dar,verbs,0,0,0,0,0,0,0,0,3,0
1759,salvar,ahogar,verbs,0,0,0,0,0,0,0,0,3,0
1760,crear,dibujar,verbs,2,2,3,1,1,0,0,2,4,0
1761,alterar,cambiar,verbs,5,5,3,3,4,2,3,6,6,5
1762,mirar,observar,verbs,5,3,6,3,4,6,0,5,5,5
1763,desaparecer,encoger,verbs,0,0,2,0,0,0,0,0,2,0
1764,castigar,golpear,verbs,0,3,1,0,0,0,0,1,4,4
1765,olvidar,conservar,verbs,0,0,0,0,0,0,0,0,3,0
1766,bien,amablemente,adverbs,0,1,1,0,0,0,0,3,4,0
1767,Nunca,honestamente,adverbs,0,0,0,0,0,0,0,0,2,0
1768,fielmente,honestamente,adverbs,2,5,4,3,0,0,0,3,6,3
1769,significativamente,especialmente,adverbs,2,2,3,4,3,0,0,3,6,3
1770,anormalmente,normalmente,adverbs,0,0,0,0,0,0,0,1,1,0
1771,afirmativamente,probablemente,adverbs,0,1,1,1,1,0,0,1,4,0
1772,precisamente,activamente,adverbs,0,1,3,3,0,0,0,0,3,0
1773,firmemente,herméticamente,adverbs,0,0,0,5,0,0,0,0,1,0
1774,discretamente,cortésmente,adverbs,0,1,2,2,0,3,0,2,3,6
1775,antes de,después,adverbs,0,0,0,0,0,0,0,0,1,0
1776,sin peligro,felizmente,adverbs,0,0,0,0,0,0,0,2,3,0
1777,inmediatamente,pronto,adverbs,4,5,4,5,1,6,2,3,5,6
1778,emocionalmente,tristemente,adverbs,2,3,3,0,1,0,0,0,4,4
1779,principalmente,terminalmente,adverbs,4,0,0,0,0,0,0,0,0,0
1780,precisamente,inexactamente,adverbs,0,0,0,0,0,0,0,0,1,0
1781,después,Nunca,adverbs,0,0,0,0,0,0,0,0,4,0
1782,suavemente,firmemente,adverbs,0,0,0,0,0,0,0,0,3,0
1783,brillantemente,ligeramente,adverbs,0,0,0,0,0,0,0,0,0,0
1784,esta noche,hoy,adverbs,3,2,3,3,0,6,1,2,5,0
1785,localmente,cercanamente,adverbs,4,1,4,3,3,0,0,0,5,0
1786,ahora,aquí,adverbs,3,3,1,1,0,6,0,1,4,0
1787,herméticamente,increíblemente,adverbs,0,0,0,0,0,0,0,0,0,0
1788,ruidosamente,suavemente,adverbs,0,0,0,0,0,0,0,0,1,0
1789,normalmente,diariamente,adverbs,3,3,5,4,3,4,1,3,4,4
1790,peligrosamente,cuidadosamente,adverbs,0,0,0,0,0,0,0,0,3,0
1791,recientemente,de manera realista,adverbs,0,0,0,0,0,0,0,0,0,0
1792,seguramente,responsablemente,adverbs,0,2,0,0,0,0,0,0,2,4
1793,originalmente,creativamente,adverbs,0,5,1,1,0,5,2,0,2,3
1794,necesariamente,esencialmente,adverbs,4,4,6,3,3,5,3,3,5,0
1795,en tono rimbombante,verdaderamente,adverbs,0,0,0,0,0,0,0,0,1,0
1796,mortal,felizmente,adverbs,0,0,0,0,0,0,0,0,1,0
1797,tranquilamente,firmemente,adverbs,0,0,0,0,0,0,0,0,3,5
1798,críticamente,esencialmente,adverbs,5,4,0,0,0,0,0,0,0,0
1799,nerviosamente,ansiosamente,adverbs,4,5,3,3,2,5,3,5,5,6
1800,aproximadamente,fácilmente,adverbs,0,0,0,0,0,0,0,0,2,0
1801,orgullosamente,pacíficamente,adverbs,0,0,0,0,0,0,0,0,2,0
1802,generalmente,sinceramente,adverbs,0,0,0,1,0,6,0,0,1,0
1803,aproximadamente,Impacientemente,adverbs,0,0,0,0,0,0,0,0,1,0
1804,extraordinariamente,extrañamente,adverbs,0,3,5,5,3,0,0,0,5,4
1805,naturalmente,antinaturalmente,adverbs,0,0,0,0,0,0,0,0,1,0
1806,oficialmente,en tono rimbombante,adverbs,0,0,1,0,0,0,0,0,3,0
1807,uniformemente,a veces,adverbs,0,0,0,0,0,0,0,0,2,0
1808,exactamente,precisamente,adverbs,4,6,5,5,3,6,4,6,6,6
1809,aparentemente,simplemente,adverbs,0,0,3,0,0,0,0,0,2,0
1810,claramente,seguramente,adverbs,3,0,6,4,2,4,3,1,4,4
1811,puramente,completamente,adverbs,4,4,1,5,3,0,0,2,4,0
1812,seguramente,obviamente,adverbs,4,3,4,3,1,2,2,2,4,0
1813,generosamente,amablemente,adverbs,4,5,3,2,1,5,3,1,5,4
1814,verdaderamente,perfectamente,adverbs,0,1,1,2,0,0,0,0,5,0
1815,orgullosamente,humildemente,adverbs,0,0,0,0,0,0,0,0,1,0
1816,cómodamente,fácilmente,adverbs,5,3,0,4,4,5,3,4,5,0
1817,diferentemente,extrañamente,adverbs,5,2,2,0,1,0,2,0,4,0
1818,seguramente,a veces,adverbs,0,0,0,2,3,0,0,0,4,0
1819,delicadamente,actualmente,adverbs,0,0,0,0,0,0,0,0,0,0
1820,cuidadosamente,de manera segura,adverbs,4,5,5,3,4,6,2,1,5,4
1821,seriamente,sinceramente,adverbs,5,1,4,4,0,5,0,0,5,0
1822,abiertamente,macizamente,adverbs,0,0,2,0,0,0,0,0,0,0
1823,oficialmente,fuertemente,adverbs,0,0,0,0,0,0,0,0,0,0
1824,instantáneamente,una vez,adverbs,0,0,0,0,0,6,0,0,3,0
1825,increíblemente,muy,adverbs,1,0,0,0,4,0,0,0,0,0
1826,actualmente,recientemente,adverbs,3,4,6,5,0,6,0,2,4,1
1827,últimamente,recientemente,adverbs,5,6,6,5,5,0,5,5,6,6
1828,ligeramente,aproximadamente,adverbs,0,0,0,0,0,0,0,0,4,0
1829,pasivamente,activamente,adverbs,0,0,0,0,0,0,0,0,2,0
1830,quizás,probablemente,adverbs,5,5,4,5,4,5,4,6,4,0
1831,sutilmente,tranquilamente,adverbs,2,0,5,3,0,0,3,1,4,0
1832,aparentemente,obviamente,adverbs,5,3,5,5,2,4,2,0,4,3
1833,ruidosamente,sutilmente,adverbs,0,0,0,0,0,0,0,0,1,0
1834,generalmente,raramente,adverbs,0,0,0,0,0,0,0,0,1,0
1835,a veces,a menudo,adverbs,1,1,4,3,0,3,5,0,5,2
1836,seguramente,pasivamente,adverbs,0,0,0,0,0,0,0,0,0,0
1837,obviamente,en la zona,adverbs,0,0,0,0,0,0,0,0,0,0
1838,humildemente,mal,adverbs,0,0,0,0,1,0,0,0,1,0
1839,probable,posiblemente,adverbs,4,2,6,3,4,4,3,6,5,6
1840,justamente,injustamente,adverbs,0,0,0,0,0,0,0,0,1,0
1841,brillantemente,muy,adverbs,0,0,0,0,2,0,0,0,1,0
1842,idealmente,de modo realista,adverbs,6,0,0,0,0,0,0,0,1,0
1843,a menudo,raramente,adverbs,0,0,6,1,0,0,0,0,1,0
1844,urgentemente,con rapidez,adverbs,4,5,6,5,2,5,0,5,5,6
1845,dos veces,siempre,adverbs,0,0,0,0,0,0,0,0,1,0
1846,mayormente,principalmente,adverbs,5,4,6,5,3,6,3,4,5,6
1847,significativamente,profundamente,adverbs,4,5,3,3,3,0,0,1,3,3
1848,esmeradamente,hermosamente,adverbs,0,0,0,0,2,0,0,3,4,3
1849,cuidadosamente,cautelosamente,adverbs,3,6,6,5,0,5,2,6,6,6
1850,mecánicamente,idealmente,adverbs,0,0,0,0,0,0,0,0,2,0
1851,dos veces,múltiple,adverbs,0,5,2,1,0,0,0,4,2,0
1852,profundamente,principalmente,adverbs,4,1,2,3,0,0,0,0,4,0
1853,a veces,cuando,adverbs,0,0,1,2,3,0,0,0,4,0
1854,negativamente,antinaturalmente,adverbs,0,2,2,3,2,0,0,1,4,5
1855,Nunca,raramente,adverbs,1,1,4,3,1,0,2,3,4,0
1856,responsablemente,independientemente,adverbs,0,5,0,0,0,0,0,0,1,0
1857,activamente,felizmente,adverbs,0,0,1,0,0,0,0,0,0,0
1858,pacíficamente,caóticamente,adverbs,0,0,0,0,0,0,0,0,1,0
1859,aproximadamente,seguramente,adverbs,0,0,3,0,2,3,0,0,4,0
1860,completamente,básicamente,adverbs,4,0,0,0,3,3,0,0,4,0
1861,una vez,dos veces,adverbs,0,1,0,0,0,0,0,0,4,0
1862,con confianza,secretamente,adverbs,0,0,0,0,3,0,0,3,5,0
1863,en tono rimbombante,seriamente,adverbs,0,2,5,2,0,0,0,0,2,0
1864,maduro,inteligentemente,adverbs,0,2,6,0,1,0,0,0,4,0
1865,improbable,simpático,adverbs,0,0,0,0,0,0,0,0,0,0
1866,ligeramente,completamente,adverbs,0,0,0,0,0,0,0,0,1,0
1867,honestamente,sinceramente,adverbs,6,6,6,5,3,4,1,6,6,6
1868,rutinariamente,normalmente,adverbs,6,5,5,5,3,2,0,5,6,5
1869,ocasionalmente,regularmente,adverbs,3,0,2,2,0,3,0,3,4,0
1870,groseramente,aproximadamente,adverbs,0,1,0,0,4,0,0,0,0,0
1871,diferentemente,terminalmente,adverbs,0,0,0,0,0,0,0,0,0,0
1872,tranquilamente,naturalmente,adverbs,0,3,2,0,0,0,0,0,4,5
1873,espantosamente,fantásticamente,adverbs,0,0,0,0,2,0,0,0,2,0
1874,obviamente,discretamente,adverbs,0,3,0,0,0,0,0,0,1,0
1875,posiblemente,con optimismo,adverbs,0,1,2,0,1,4,0,0,3,0
1876,mañana,esta noche,adverbs,0,0,0,0,0,0,0,0,4,0
1877,amablemente,suavemente,adverbs,3,4,0,2,3,0,0,2,4,3
1878,generalmente,irregularmente,adverbs,0,2,0,0,1,2,0,0,1,0
1879,rectamente,maduro,adverbs,0,0,4,0,3,0,0,0,4,0
1880,locamente,tristemente,adverbs,0,0,0,2,1,0,0,0,4,0
1881,sucio,excesivamente,adverbs,0,0,0,0,0,0,0,0,0,0
1882,tranquilamente,pacíficamente,adverbs,4,5,5,5,2,3,4,3,4,4
1883,obviamente,aproximadamente,adverbs,0,0,3,0,0,3,0,0,2,0
1884,pasivamente,silenciosamente,adverbs,0,3,2,0,0,0,0,0,2,0
1885,generosamente,Nunca,adverbs,0,0,0,0,0,0,0,0,0,0
1886,definitivamente,seguramente,adverbs,5,6,6,3,2,4,2,4,4,0
1887,a casa,lejos,adverbs,0,0,0,0,0,0,0,0,1,0
1888,ruidosamente,locamente,adverbs,0,0,3,3,2,0,0,0,3,0
